s	scores
917	[0.4434075151450373,-0.04255727435090206,-0.012971859765970385,0.013266481696054301,0.04040433965032723,-0.014974525739034704,0.0427559600659828,0.016948627661056596,0.07308738908602314,-0.12287148402580304]
918	[0.42175546829467114,-0.032124152754505676,0.006921633848119825,0.005133051676858705,0.011195163395754274,-0.03267079007659818,0.06648217435883254,0.035225956360327736,0.019964051191914377,-0.10592160771550367]
919	[0.4472131842499222,-0.029533538654768304,0.003115892145569475,-0.001691359478534605,0.013278607439128197,-0.02012404078593357,0.07169153558410837,0.04733958503765799,0.03719200202338745,-0.10403374788326232]
92	[-0.17262232087995122,0.1615416025941258,-0.23477805316200265,-0.011402152205981963,-0.15442946165830676,0.09499779769076187,-0.057690250126142276,0.04064611953377494,0.013011420817894574,-0.02786287729432603]
920	[0.425423452099197,-0.03310885018274554,0.013241473985375207,0.011407686154905982,0.022227050742014455,-0.015855640600552036,-0.011494590819203728,-0.0705745608271025,-0.12131687720680509,-0.08780898931413905]
921	[0.42471639045067244,-0.02581065492937873,0.004980170204652435,0.008447593063539134,0.021437712497049687,-0.025134048705571583,-0.022528040599251276,-0.06554446611397755,-0.10735232570946467,-0.06732857463953493]
922	[-0.12652913148896341,0.061544936675008606,0.13960020290590638,0.10122737670087988,0.0017953048563440213,0.07260668995769848,3.715440250579944E-4,-0.003251457199734733,0.004804919272291563,0.02554695426050327]
923	[-0.12038856157939862,0.05979941582234486,0.1379362049026062,0.09185636792674132,0.0029233370847079015,0.06406283597130541,6.342919958184448E-4,0.002028071167685786,-0.002079586192794894,0.014702301758914781]
924	[-0.11788386840536624,0.05620675262085867,0.14031457029479677,0.09446242956994386,0.0022294410876240716,0.07120327217594294,-0.009148715134958114,-0.009330064896844554,0.0071787242295386685,0.024564978832666083]
925	[-0.12749449828508413,0.08589985905912792,0.13248839898874723,0.1095874815638599,0.04025471118121034,0.05509311601801168,0.04254494141697981,-0.00667572216215185,0.003159546071968718,-0.04304413140627026]
926	[-0.11948934897004838,0.0828381879911039,0.1337440037074607,0.10094534344024578,0.017366791432284732,0.04895877388612826,0.03598976301575347,0.012103677123410672,-0.013623068948043476,0.004223072173087808]
927	[0.4127854079463071,-0.027414849016130304,0.015810497860875624,0.0038912765387338916,-0.007849901816483783,0.003128092004793146,-0.06249510418769281,-0.07507398817096571,-0.11163565137445337,0.054360160307789396]
928	[0.41906469381638856,-0.027630597361198328,0.011979807421390971,9.177541360497536E-4,-0.012873332347495207,0.003096409121811124,-0.07558023442686775,-0.08586854229540652,-0.1117925992311494,0.04651372439665894]
929	[0.4251097613836426,-0.04990180611987595,-0.01955806109667797,0.011433161677688182,0.01999350177044991,0.01300316854174304,-0.14427318648624976,-0.1276627625694752,-0.030067547803049523,0.035870656727807405]
93	[-0.17477068180228325,0.13032892401394275,-0.2152223530495292,0.027209780658938774,0.034146426184416656,-0.07270232864518572,0.049925222802744376,-0.07891462113208737,0.04172989013282913,0.015135326690631671]
930	[0.4275367557801704,-0.04151409785564878,-0.017030568094066775,0.007359713215302254,0.02148360124199995,0.014774235218955347,-0.13567375885671085,-0.1253769655230682,-0.025600762414942885,0.017033348806390854]
931	[0.4320425165912085,-0.03152331104427482,-0.002096910075817002,0.008841533853115606,0.007167428397537737,0.009611010850964542,-0.11177296699571786,-0.09838454824915376,-0.03267165579591644,0.0434008420521406]
932	[0.43073512508352446,-0.044933378900761566,-0.018914383831485037,0.021356169892021527,0.025103274640869467,0.011206597596755307,-0.12508209961801817,-0.09505187519840379,0.027951622921926964,0.019819235433392944]
933	[0.4027281479219812,-0.03483573220822686,0.0033297194317127893,0.005918123412325091,0.008463052070572163,0.015160567365850013,-0.11469165945044262,-0.09927731806047861,-0.04878187360556756,0.04741894688482445]
934	[0.4177431614219454,-0.03920227714428709,-0.014518742130758574,0.007931758331107189,0.023343480996633803,0.014402058018557994,-0.13726323898586448,-0.1276253350552654,-0.030107992872430614,0.023454306123661412]
935	[0.40696550329862063,-0.035067538359849305,-0.009430083366690746,0.0067671331506933465,0.010246411291012607,0.011134471024282985,-0.1366149677079162,-0.12069423705333747,-0.06834161502953282,0.06618700513752133]
936	[0.41722621991113557,-0.033004800375157635,0.004625199290120545,0.008513184646882235,0.010588464017161552,0.013843755709969619,-0.13374866344146008,-0.12319631564280514,-0.08869309964695149,0.06577185340793537]
937	[0.4396081556095418,-0.04532933877292118,-0.01066130508464514,0.009109199325561212,0.04580458467390682,-0.018701200628723033,0.004927297733861058,-0.0557537989527674,-0.02672446405804497,-0.09780272968056816]
938	[0.4213787561002731,-0.035490093651227635,8.7939722494764E-5,8.24979562313228E-4,0.0036757437974981057,0.0119338685263474,-0.09073829663818155,-0.0884513608206038,-0.02542685926624889,0.016885474332133686]
939	[0.44407410461778357,-0.04266557729093713,-0.01502264720201094,0.007522229296900166,0.036961641063598255,-0.019956035471954178,-0.0021112945000456443,-0.06144872868396827,-0.030153805361303073,-0.10242754968534067]
94	[-0.16371356208782228,0.1441156455844415,-0.17290608307512556,0.016330101802017334,0.02123596908440686,-0.06889847412633371,0.05293192084287524,-0.07158286222832684,0.030937567991805057,0.01613918314366181]
940	[0.4472233967484234,-0.03929269751074026,0.004612303969516189,0.005139063622504563,0.010403772999569755,-0.018532468994550952,0.003566648773949784,-0.040197216998716645,-0.09437077932154306,-0.0816095790614395]
941	[0.426098063055559,-0.01913734901994417,0.016232933029689117,0.0043623682093830544,-0.004027484590110809,0.009265217152297998,-0.028590668634970604,-0.0313007093411379,-0.08278165661825321,0.0291117074151891]
942	[0.43887185247307575,-0.026605943058743108,0.008438398640907532,-0.010536129564696111,-0.0025518348802755293,0.009930563661728248,-0.04609050889497815,-0.047273373225772804,-0.07757628751016146,8.469914379969197E-4]
943	[0.4494111684467413,-0.03390728261704464,0.009194443871793849,-0.005650969407591814,-0.005970450077768777,0.007152552765198168,-0.047331618166729365,-0.04667160150290869,-0.06948583841208197,0.004064294964794012]
944	[0.4337816103897688,-0.03647961668216315,0.008023247979815927,0.011417189849147868,0.023323241083912667,-0.014496387916312862,0.02296524535255242,-0.02451375461525171,-0.053670065099669144,-0.11193919628405587]
945	[0.4597533447143428,-0.03737351080989411,0.006677383215332904,0.001036289275304628,0.02260973835995604,-0.016389095544033123,0.024959686192217275,-0.026278424866976468,-0.07428887694810409,-0.12735137760907825]
946	[0.4316967886304787,-0.029057364158921357,0.007193190051181382,-0.005419021107430477,-0.009385434066505258,-0.001303067879744778,-0.022598397716098163,-0.022995322256964965,-0.058648228191972865,0.03615448085969454]
947	[0.43147917383326345,-0.03129100587043466,0.0050754063451855895,7.761243091133753E-4,0.011525489218487967,-0.029028397426029414,0.025477011113044214,-0.007362770248713276,-0.06156632966178938,-0.08357907244649251]
948	[0.43086620100121775,-0.043740248940184384,-0.01437142111040862,0.007466719627336807,0.013397920487978351,0.02320796968200128,-0.11123766921668664,-0.08627439385450791,0.022182336404400975,0.015656758390895857]
949	[0.4323826510538743,-0.043834573617732527,-0.009616490880672261,0.005952749843132774,0.020778029307613872,0.020042600930378237,-0.11746689529227781,-0.10307301439805579,-0.020392505570535936,0.03904001335568121]
95	[-0.16725316973881588,0.1320002228397893,-0.17151769817175755,0.01933923006731445,0.014700491692349356,-0.07282311961597876,0.039705689611593896,-0.06880311915464069,0.03369742391823698,0.019156402300114186]
950	[0.4368157750555711,-0.04205573058667782,-0.01572102815375191,0.007781779824427716,0.017891881195115932,0.02070668069406949,-0.11288650158237484,-0.09283988137994792,-0.0026823418651927442,0.013368447627979898]
951	[0.43815367731504073,-0.028573505597466218,7.796044327728087E-4,0.004466532504276789,0.011051684053698342,-0.024792074049552703,0.011910177183951797,-0.02801075457243352,-0.07781894059326108,-0.07527593554348379]
952	[0.42661222179447594,-0.041735657410870264,-0.009870206512930342,0.014030808095882445,0.04213350201436186,-0.02459226486089894,-0.014893327201086522,-0.053901909572516525,-0.03234233985456336,-0.08674144418055448]
953	[0.43207146870064084,-0.032965401329139325,0.008495552027825497,0.0014612068923461317,0.01398097201263345,-0.015262448121815346,0.01940998610073938,-0.018102621614032012,-0.08209047440181905,-0.06261392910231543]
954	[0.4472333015611776,-0.0349004200939554,0.004782411525285621,0.009656046996731633,0.01245851150206888,-0.02111042633304749,0.02921079862981627,-0.014832747702676076,-0.058897266203035696,-0.08770437877410094]
955	[0.44181137241988616,-0.05007662399874366,-0.020458988559688054,0.014200419931362509,0.030969204949972344,0.014173494045834805,-0.12498095331786073,-0.10666141931980574,0.009174696493764421,0.011899596258923846]
956	[0.4378162308406266,-0.04730024277080269,-0.016064987932493002,0.006930743792774932,0.024218421136711157,0.011484223238204173,-0.11088317214242312,-0.09452553640985953,-0.002653136888929647,0.0031588322572280625]
957	[0.4355117654228495,-0.04667613835916794,-0.014143884067155041,0.007213823831158944,0.011298407937054758,0.013987179521959013,-0.057095422922971144,-0.015231513221402171,0.11807029185580117,0.023077253028172547]
958	[0.4421078399557576,-0.04755514995420545,-0.013101855634688098,0.013030495583777328,0.012318117493507993,0.015407810194872733,-0.060617398959217424,-0.01773396046134932,0.09975977332461135,0.05010297042308077]
959	[0.4428876817857039,-0.036509947144660194,0.011533105710101898,0.009963315721630091,0.00791542971840838,-0.014557148626895255,0.06133018261704415,0.032856847757894804,0.015218648367347685,-0.09953856554262024]
96	[-0.18345931277891794,0.11305268605156524,-0.25682129954774197,0.03710269652122896,-0.029002164957935016,-0.024300081959383782,0.08216140889951755,-0.08435583680283505,-2.518831326147766E-5,0.024437893044197922]
960	[0.44525824268355463,-0.036087865016334326,0.010291449211769946,0.0031830660051855465,0.006611430641728533,-0.029603377290584574,0.07308467120368432,0.055554069696973726,0.03312456908089333,-0.10141173615819832]
961	[0.4300287685115054,-0.04167968667767702,-0.014552970733488485,1.1100577891883506E-4,0.005596610826504483,0.016625855758670434,-0.06035005841637028,-0.026490902742414633,0.11302325243333167,0.016929977574752064]
962	[0.45024844073294606,-0.048376852494295824,-0.024109841734914445,8.454154212197268E-4,0.021772147946220618,0.0062408161904407445,-0.05763377124584033,-0.019304351355620853,0.13456152551576764,5.27702712180729E-4]
963	[0.43544490469306374,-0.03113382624962741,0.008393680632706093,-0.004694771595081356,0.005312507825022682,-0.01714075709274352,0.06441210507773397,0.04748926087883921,0.009999968184315651,-0.04685015143630426]
964	[0.43354165996823024,-0.03276173835379647,0.006247982507690921,-0.00306954174212243,0.00614289283904225,-0.021148954095453622,0.07040848127386799,0.04866460862481257,0.034322309504200295,-0.08766786563413266]
965	[0.4192036800017513,-0.047611922385916786,-0.01975039183639572,0.00914007296858924,0.019075295585799172,0.012883196638543065,-0.06298987370792389,-0.018236744380875712,0.1395621566272297,-0.009085731403510247]
966	[0.4316037911247276,-0.04577365137208775,-0.015730428626672364,0.008015746902869974,0.01755042323258146,0.022462260019968185,-0.07678560493204163,-0.029946662633386207,0.11679940315766915,0.011060895669987558]
967	[0.431494330508484,-0.018293915574363672,0.00564648801563347,-0.003035672078266455,-0.01468274552910868,0.007339184134827001,0.007632815664752997,0.0368247506299588,0.04174958149807178,0.01223472301254647]
968	[0.4278031317879052,-0.026988748567736816,0.005848178199400705,-9.306431464133431E-4,-0.013155170574592322,-0.004919910878380144,0.016449164789949365,0.03028527650059463,0.029399190956124303,0.004214365524340389]
969	[0.4371576590343568,-0.04527922792127328,-0.016513253223470012,0.014991121882530371,0.016208658225921813,0.011006435260501773,-0.0616882638060201,-0.02319822172355396,0.10192467024986411,-0.005873540143096699]
97	[-0.1730859955495238,0.1479608724645305,-0.2733879913161379,-0.018842912342974638,-0.21922759692125984,0.1637257829474164,-0.05906465595361004,0.08057738843301847,-0.019377417923434198,-0.07340178914031763]
970	[0.45395924902301493,-0.048078336474555124,-0.018044684194013748,0.009312277339375676,0.013112939616933834,0.017344469429013652,-0.07049903665857019,-0.03108873472058509,0.12404982010681691,0.01782140978083624]
971	[0.4108367178596693,-0.040608556140876065,-0.006630769551451592,0.004499218211427615,0.009086964757891468,0.014232442863958032,-0.04118533277910757,-0.007360939540245805,0.10981679938644563,0.017389478430347077]
972	[0.4280374099270078,-0.035292330058701915,-0.0012429097990910793,0.010576460643877681,-0.0018007511474367288,0.008677685192220274,-0.032320804460184115,-0.004624660045644148,0.09214480928787772,0.008150564472902041]
973	[0.4487298817373249,-0.030576681313840122,0.008094665671514397,-0.0014969200988502558,0.009801916577030846,-0.02193939991291194,0.0729977878919993,0.04482130152878319,0.010608288631653832,-0.07184731888418164]
974	[0.44338046110449203,-0.030053768541575834,0.004746374987995518,-0.004339111700453919,0.010464568208152425,-0.022811330400684632,0.08267067274229177,0.07269463750259138,0.033821404096692785,-0.06416300412381608]
975	[0.42979973865973736,-0.031424333192638,0.004761635299266486,-0.002138260763221947,-0.018840999731471998,-0.006075342980205735,0.016580322299977465,0.037511963445379416,0.051404561496024626,0.02131482049490623]
976	[0.4229940200812607,-0.03127896358084655,0.010937191183019937,-0.004864523548970937,-0.020356632491253895,0.006376460664566171,0.0016438131219941546,0.033756872165866245,0.055322518582628794,0.009658331894466495]
977	[0.4367146298104459,-0.03921324165824117,-0.0034756108802532462,0.002785189804419283,0.005965434406264176,0.009566444863280536,-0.0368945717865627,-0.005071308323071099,0.1017707117861904,0.0174296554829571]
978	[0.4349479134603298,-0.049874044703608476,-0.01655440800410276,0.008109758989986001,0.016930272534571102,0.013527344007312906,-0.07175398907342702,-0.0317936561079136,0.11324912805190102,0.02218825156077561]
979	[0.4316597769494495,-0.04167387630108088,0.002785032856717311,0.002737606302622785,0.004854893669976211,0.010635582638310737,-0.0526165683604833,-0.012801371552849087,0.08718628420731998,0.02672296635750914]
98	[-0.1596509697774612,0.16160186306945384,-0.17985170577084297,-0.008441209387146948,-0.10241501152846963,0.049449026519054855,-0.069372295653521,0.030513903368347684,0.034457235624925496,-0.012067069199482597]
980	[0.43437239900309754,-0.03828390930732869,-0.0018373946998512336,0.001514514458566928,0.0014175413868889883,0.005211883219447317,-0.036769722227473566,-0.007186159703141165,0.08747378651701705,0.01907013189288053]
